-0.441,-0.422,9.489,0,0,0,0,0,0
-0.455,-0.436,9.436,0,0,0,0,0,0
-0.527,-0.472,9.434,0,0,0,0,0,0
-0.477,-0.46,9.527,0,0,0,0,0,0
-0.424,-0.457,9.472,0,0,0,0,0,0
-0.455,-0.445,9.515,0,0,0,0,0,0
-0.445,-0.474,9.398,0,0,0,0,0,0
-0.486,-0.426,9.501,0,0,0,0,0,0
-0.489,-0.474,9.518,0,0,0,0,0,0
-0.431,-0.46,9.506,0,0,0,0,0,0
-0.465,-0.539,9.436,0,0,0,0,0,0
-0.474,-0.477,9.444,0,0,0,0,0,0
-0.558,-0.465,9.566,0,0,0,0,0,0
-0.508,-0.501,9.434,0,0,0,0,0,0
-0.477,-0.453,9.539,0,0,0,0,0,0
-0.453,-0.481,9.367,0,0,0,0,0,0
-0.455,-0.433,9.451,0,0,0,0,0,0
-0.527,-0.474,9.451,0,0,0,0,0,0
-0.493,-0.383,9.484,0,0,0,0,0,0
-0.479,-0.46,9.463,0,0,0,0,0,0
-0.501,-0.472,9.513,0,0,0,0,0,0
-0.477,-0.455,9.417,0,0,0,0,0,0
-0.503,-0.445,9.515,0,0,0,0,0,0
-0.477,-0.472,9.388,0,0,0,0,0,0
-0.479,-0.467,9.468,0,0,0,0,0,0
-0.465,-0.445,9.446,0,0,0,0,0,0
-0.484,-0.522,9.465,0,0,0,0,0,0
-0.515,-0.455,9.412,0,0,0,0,0,0
-0.453,-0.462,9.484,0,0,0,0,0,0
-0.467,-0.491,9.515,0,0,0,0,0,0
-0.481,-0.469,9.479,0,0,0,0,0,0
-0.479,-0.405,9.41,0,0,0,0,0,0
-0.445,-0.448,9.508,0,0,0,0,0,0
-0.412,-0.501,9.491,0,0,0,0,0,0
-0.474,-0.438,9.441,0,0,0,0,0,0
-0.484,-0.469,9.439,0,0,0,0,0,0
-0.489,-0.484,9.52,0,0,0,0,0,0
-0.422,-0.479,9.544,0,0,0,0,0,0
-0.472,-0.465,9.491,0,0,0,0,0,0
-0.433,-0.417,9.448,0,0,0,0,0,0
-0.417,-0.486,9.496,0,0,0,0,0,0
-0.477,-0.39,9.384,0,0,0,0,0,0
-0.481,-0.438,9.465,0,0,0,0,0,0
-0.45,-0.407,9.472,0,0,0,0,0,0
-0.472,-0.424,9.415,0,0,0,0,0,0
-0.477,-0.436,9.427,0,0,0,0,0,0
-0.386,-0.46,9.511,0,0,0,0,0,0
-0.431,-0.426,9.458,0,0,0,0,0,0
-0.46,-0.489,9.424,0,0,0,0,0,0
-0.501,-0.493,9.41,0,0,0,0,0,0
-0.448,-0.467,9.453,0,0,0,0,0,0
-0.477,-0.474,9.453,0,0,0,0,0,0
-0.498,-0.429,9.427,0,0,0,0,0,0
-0.407,-0.503,9.482,0,0,0,0,0,0
-0.517,-0.469,9.444,0,0,0,0,0,0
