-0.783,-0.462,9.496,-3.511,1.206,-0.565,0,0,0
-0.853,-0.479,9.355,-3.611,1.015,-0.71,0,0,0
-0.855,-0.443,9.487,-3.557,1,-0.664,0,0,0
-0.862,-0.508,9.525,-3.58,0.969,-0.664,0,0,0
-0.891,-0.412,9.427,-3.687,1.038,-0.71,0,0,0
-0.865,-0.46,9.458,-3.611,1.122,-0.779,0,0,0
-0.812,-0.445,9.513,-3.718,1.191,-0.756,0,0,0
-0.85,-0.422,9.456,-3.595,0.802,-0.771,0,0,0
-0.8,-0.455,9.377,-3.542,0.885,-0.695,0,0,0
-0.853,-0.472,9.468,-3.527,0.924,-0.786,0,0,0
-0.867,-0.455,9.391,-3.664,1.092,-0.634,0,0,0
-0.843,-0.51,9.499,-3.618,1.214,-0.672,0,0,0
-0.781,-0.503,9.417,-3.58,0.947,-0.893,0,0,0
-0.819,-0.515,9.477,-3.489,1.221,-0.527,0,0,0
-0.824,-0.522,9.388,-3.58,1.099,-0.58,0,0,0
-0.862,-0.467,9.42,-3.55,1.015,-0.71,0,0,0
-0.771,-0.438,9.451,-3.519,1.038,-0.603,0,0,0
-0.833,-0.431,9.408,-3.366,1.076,-0.779,0,0,0
-0.85,-0.417,9.362,-3.473,0.817,-0.672,0,0,0
-0.81,-0.398,9.4,-3.519,0.954,-0.611,0,0,0
-0.896,-0.448,9.381,-3.473,0.924,-0.603,0,0,0
-0.848,-0.491,9.472,-3.519,1.069,-0.794,0,0,0
-0.903,-0.51,9.537,-3.473,0.893,-0.649,0,0,0
-0.829,-0.474,9.398,-3.45,1.031,-0.565,0,0,0
-0.841,-0.477,9.348,-3.45,1.183,-0.695,0,0,0
-0.81,-0.457,9.585,-3.519,1.023,-0.74,0,0,0
-0.865,-0.445,9.321,-3.565,1.176,-0.74,0,0,0
-0.862,-0.529,9.393,-3.466,1.137,-0.634,0,0,0
-0.855,-0.498,9.484,-3.397,0.832,-0.687,0,0,0
-0.86,-0.515,9.472,-3.557,0.908,-0.641,0,0,0
-0.836,-0.477,9.451,-3.374,1.015,-0.656,0,0,0
-0.908,-0.45,9.415,-3.321,1.061,-0.679,0,0,0
-0.898,-0.431,9.441,-3.481,0.916,-0.611,0,0,0
-0.795,-0.467,9.408,-3.412,1.137,-0.702,0,0,0
-0.865,-0.505,9.398,-3.557,1.168,-0.656,0,0,0
-0.857,-0.469,9.515,-3.374,1.099,-0.672,0,0,0
-0.857,-0.453,9.341,-3.519,1.176,-0.611,0,0,0
-0.848,-0.508,9.271,-3.588,0.87,-0.656,0,0,0
-0.829,-0.443,9.434,-3.481,1.145,-0.679,0,0,0
-0.881,-0.477,9.283,-3.282,0.618,-0.641,0,0,0
-0.821,-0.422,9.439,-3.405,1.198,-0.634,0,0,0
-0.771,-0.469,9.475,-3.573,1.038,-0.565,0,0,0
-0.843,-0.436,9.463,-3.542,1.305,-0.756,0,0,0
-0.891,-0.503,9.424,-3.443,0.84,-0.641,0,0,0
-0.855,-0.441,9.362,-3.382,1.115,-0.588,0,0,0
-0.86,-0.467,9.424,-3.359,0.954,-0.557,0,0,0
-0.805,-0.436,9.436,-3.458,1.153,-0.718,0,0,0
-0.86,-0.474,9.453,-3.374,1.13,-0.603,0,0,0
-0.841,-0.498,9.439,-3.527,1.069,-0.71,0,0,0
-0.848,-0.45,9.508,-3.321,1.069,-0.664,0,0,0
-0.81,-0.489,9.446,-3.542,1.351,-0.527,0,0,0
-0.833,-0.474,9.403,-3.427,1.176,-0.748,0,0,0
-0.843,-0.486,9.456,-3.351,0.931,-0.649,0,0,0
-0.874,-0.465,9.396,-3.45,0.969,-0.611,0,0,0
-0.872,-0.517,9.52,-3.496,1.183,-0.588,0,0,0
-0.793,-0.479,9.441,-3.374,1.076,-0.55,0,0,0
-0.855,-0.445,9.415,-3.366,1.099,-0.58,0,0,0
-0.901,-0.465,9.329,-3.351,0.832,-0.542,0,0,0
-0.865,-0.527,9.384,-3.275,0.802,-0.74,0,0,0
-0.903,-0.52,9.415,-3.595,1.069,-0.824,0,0,0
-0.81,-0.455,9.475,-3.573,1.015,-0.45,0,0,0
-0.805,-0.477,9.432,-3.389,1.099,-0.603,0,0,0
-0.845,-0.481,9.453,-3.504,1.015,-0.603,0,0,0
-0.798,-0.484,9.506,-3.542,0.893,-0.634,0,0,0
-0.848,-0.441,9.527,-3.405,1,-0.519,0,0,0
-0.824,-0.489,9.405,-3.458,0.893,-0.573,0,0,0
-0.788,-0.493,9.372,-3.573,0.87,-0.649,0,0,0
-0.843,-0.467,9.41,-3.397,1.168,-0.641,0,0,0
-0.829,-0.462,9.489,-3.489,1.305,-0.756,0,0,0
-0.845,-0.493,9.465,-3.382,0.931,-0.634,0,0,0
-0.817,-0.438,9.453,-3.481,1.191,-0.519,0,0,0
-0.805,-0.479,9.472,-3.405,0.931,-0.664,0,0,0
-0.829,-0.508,9.453,-3.573,1.031,-0.611,0,0,0
-0.857,-0.429,9.475,-3.397,1.076,-0.679,0,0,0
-0.817,-0.467,9.403,-3.504,0.855,-0.817,0,0,0
-0.862,-0.441,9.482,-3.443,1.229,-0.779,0,0,0
-0.764,-0.45,9.338,-3.374,0.908,-0.565,0,0,0
-0.778,-0.508,9.417,-3.458,1.168,-0.71,0,0,0
-0.817,-0.491,9.472,-3.405,1.099,-0.618,0,0,0
-0.838,-0.467,9.439,-3.427,1.084,-0.626,0,0,0
-0.872,-0.467,9.307,-3.427,1.015,-0.794,0,0,0
-0.857,-0.484,9.369,-3.496,1,-0.679,0,0,0
-0.831,-0.436,9.479,-3.534,1.053,-0.626,0,0,0
-0.831,-0.445,9.441,-3.458,1.267,-0.626,0,0,0
-0.886,-0.501,9.374,-3.466,1.046,-0.649,0,0,0
-0.805,-0.491,9.479,-3.489,0.969,-0.71,0,0,0
-0.795,-0.472,9.415,-3.481,1.115,-0.641,0,0,0
-0.826,-0.477,9.472,-3.519,1.183,-0.656,0,0,0
-0.788,-0.474,9.417,-3.511,1.137,-0.656,0,0,0
-0.829,-0.477,9.458,-3.557,1.16,-0.748,0,0,0
-0.819,-0.51,9.412,-3.557,1.092,-0.71,0,0,0
-0.802,-0.469,9.331,-3.504,0.969,-0.695,0,0,0
-0.838,-0.496,9.348,-3.527,1.015,-0.626,0,0,0
