-0.86,-0.453,9.415,-3.557,0.939,-0.763,0,0,0
-0.85,-0.465,9.393,-3.344,0.84,-0.74,0,0,0
-0.81,-0.486,9.446,-3.649,1.267,-0.695,0,0,0
-0.857,-0.517,9.491,-3.573,1.176,-0.656,0,0,0
-0.872,-0.51,9.525,-3.649,0.954,-0.55,0,0,0
-0.824,-0.436,9.314,-3.405,1.031,-0.74,0,0,0
-0.81,-0.496,9.372,-3.412,1.008,-0.603,0,0,0
-0.819,-0.517,9.386,-3.458,1.168,-0.695,0,0,0
-0.781,-0.465,9.333,-3.405,1.092,-0.802,0,0,0
-0.886,-0.424,9.35,-3.466,0.931,-0.656,0,0,0
-0.874,-0.453,9.429,-3.427,1,-0.71,0,0,0
-0.85,-0.426,9.4,-3.527,0.931,-0.748,0,0,0
-0.824,-0.417,9.429,-3.397,1.023,-0.733,0,0,0
-0.833,-0.477,9.446,-3.504,0.954,-0.733,0,0,0
-0.85,-0.417,9.468,-3.412,0.977,-0.725,0,0,0
-0.857,-0.51,9.436,-3.573,1.107,-0.74,0,0,0
-0.807,-0.508,9.446,-3.405,1.244,-0.55,0,0,0
-0.865,-0.481,9.372,-3.489,1.061,-0.878,0,0,0
-0.843,-0.465,9.456,-3.519,0.969,-0.702,0,0,0
-0.85,-0.505,9.432,-3.557,1.153,-0.702,0,0,0
-0.867,-0.474,9.365,-3.504,1.214,-0.786,0,0,0
-0.85,-0.46,9.475,-3.466,0.962,-0.71,0,0,0
-0.862,-0.477,9.46,-3.427,0.847,-0.824,0,0,0
-0.85,-0.467,9.377,-3.42,1.084,-0.603,0,0,0
-0.889,-0.419,9.388,-3.336,0.992,-0.58,0,0,0
-0.855,-0.426,9.424,-3.656,0.878,-0.664,0,0,0
-0.877,-0.457,9.415,-3.527,1.076,-0.725,0,0,0
-0.845,-0.417,9.415,-3.489,1,-0.664,0,0,0
-0.886,-0.457,9.479,-3.527,1.038,-0.74,0,0,0
-0.766,-0.498,9.369,-3.366,1.542,-0.511,0,0,0
-0.855,-0.491,9.46,-3.542,2.55,-0.679,0,0,0
-0.968,-0.477,9.582,-3.427,-0.595,-0.847,0,0,0
-0.742,-0.527,9.377,-3.565,0.885,-0.771,0,0,0
-0.824,-0.469,9.412,-3.534,0.634,-0.855,0,0,0
-0.793,-0.479,9.393,-3.45,0.893,-0.817,0,0,0
-0.853,-0.441,9.444,-3.519,0.908,-0.626,0,0,0
-0.836,-0.438,9.458,-3.573,1.099,-0.634,0,0,0
-0.857,-0.448,9.503,-3.42,0.748,-0.672,0,0,0
-0.812,-0.441,9.4,-3.55,1.046,-0.679,0,0,0
-0.908,-0.46,9.436,-3.305,1.023,-0.664,0,0,0
-0.91,-0.534,9.484,-3.641,1.107,-0.634,0,0,0
-0.786,-0.445,9.496,-3.351,1.076,-0.588,0,0,0
-0.833,-0.467,9.42,-3.397,1.153,-0.557,0,0,0
-0.821,-0.508,9.4,-3.489,1.008,-0.603,0,0,0
-0.896,-0.443,9.47,-3.458,1.427,-0.725,0,0,0
-0.807,-0.45,9.429,-3.397,0.954,-0.603,0,0,0
-0.836,-0.455,9.508,-3.481,1.183,-0.565,0,0,0
-0.833,-0.479,9.448,-3.626,1,-0.733,0,0,0
-0.862,-0.491,9.479,-3.427,0.962,-0.763,0,0,0
-0.877,-0.445,9.408,-3.55,1.084,-0.649,0,0,0
-0.855,-0.493,9.405,-3.275,1.099,-0.565,0,0,0
-0.893,-0.45,9.491,-3.588,1.046,-0.756,0,0,0
-0.867,-0.436,9.453,-3.397,1.046,-0.626,0,0,0
-0.896,-0.517,9.458,-3.344,0.947,-0.611,0,0,0
-0.788,-0.479,9.463,-3.473,1.168,-0.649,0,0,0
-0.793,-0.505,9.379,-3.534,1.107,-0.817,0,0,0
-0.781,-0.481,9.451,-3.641,1.153,-0.748,0,0,0
-0.836,-0.441,9.484,-3.519,1.107,-0.656,0,0,0
-0.817,-0.515,9.439,-3.504,1.046,-0.649,0,0,0
-0.841,-0.513,9.388,-3.489,1.023,-0.611,0,0,0
-0.896,-0.436,9.439,-3.389,0.969,-0.687,0,0,0
-0.821,-0.445,9.472,-3.443,1.099,-0.824,0,0,0
-0.917,-0.407,9.384,-3.374,0.725,-0.687,0,0,0
-0.92,-0.457,9.42,-3.466,0.924,-0.588,0,0,0
-0.855,-0.426,9.491,-3.374,0.916,-0.603,0,0,0
-0.821,-0.455,9.451,-3.382,0.87,-0.733,0,0,0
-0.869,-0.489,9.446,-3.359,1.145,-0.702,0,0,0
-0.901,-0.489,9.386,-3.473,1.061,-0.527,0,0,0
-0.877,-0.508,9.384,-3.344,0.809,-0.649,0,0,0
-0.807,-0.457,9.408,-3.42,1.145,-0.672,0,0,0
-0.867,-0.45,9.374,-3.458,0.924,-0.664,0,0,0
-0.798,-0.393,9.477,-3.374,1.092,-0.718,0,0,0
-0.826,-0.541,9.468,-3.313,1.061,-0.71,0,0,0
-0.798,-0.465,9.52,-3.321,1.084,-0.718,0,0,0
-0.85,-0.465,9.412,-3.305,1.069,-0.702,0,0,0
-0.855,-0.465,9.477,-3.511,1.061,-0.664,0,0,0
-0.831,-0.496,9.427,-3.344,0.863,-0.847,0,0,0
-0.812,-0.46,9.475,-3.511,0.985,-0.618,0,0,0
-0.896,-0.426,9.408,-3.534,0.985,-0.611,0,0,0
-0.836,-0.436,9.381,-3.527,0.786,-0.634,0,0,0
-0.884,-0.477,9.372,-3.55,1.115,-0.687,0,0,0
-0.793,-0.474,9.472,-3.458,1.29,-0.618,0,0,0
